genbank_accession,file,path,IG_TR_gene_Coverage,IG_TR_gene_Percent_id,IG_TR_gene_Problematic,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_Coverage,IG_TR_pseudogene_Percent_id,IG_TR_pseudogene_Problematic,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_Coverage,TEC_Percent_id,TEC_Problematic,TEC_mapped,TEC_percentage,TEC_total,artifact_Coverage,artifact_Percent_id,artifact_Problematic,artifact_mapped,artifact_percentage,artifact_total,lncRNA_Coverage,lncRNA_Percent_id,lncRNA_Problematic,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_Coverage,miRNA_Percent_id,miRNA_Problematic,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_Coverage,misc_RNA_Percent_id,misc_RNA_Problematic,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,non_stop_decay_Coverage,non_stop_decay_Percent_id,non_stop_decay_Problematic,non_stop_decay_mapped,non_stop_decay_percentage,non_stop_decay_total,nonsense_mediated_decay_Coverage,nonsense_mediated_decay_Percent_id,nonsense_mediated_decay_Problematic,nonsense_mediated_decay_mapped,nonsense_mediated_decay_percentage,nonsense_mediated_decay_total,processed_pseudogene_Coverage,processed_pseudogene_Percent_id,processed_pseudogene_Problematic,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,processed_transcript_Coverage,processed_transcript_Percent_id,processed_transcript_Problematic,processed_transcript_mapped,processed_transcript_percentage,processed_transcript_total,protein_coding_CDS_not_defined_Coverage,protein_coding_CDS_not_defined_Percent_id,protein_coding_CDS_not_defined_Problematic,protein_coding_CDS_not_defined_mapped,protein_coding_CDS_not_defined_percentage,protein_coding_CDS_not_defined_total,protein_coding_Coverage,protein_coding_LoF_Coverage,protein_coding_LoF_Percent_id,protein_coding_LoF_Problematic,protein_coding_LoF_mapped,protein_coding_LoF_percentage,protein_coding_LoF_total,protein_coding_Percent_id,protein_coding_Problematic,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_Coverage,pseudogene_Percent_id,pseudogene_Problematic,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_Coverage,rRNA_Percent_id,rRNA_Problematic,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_Coverage,rRNA_pseudogene_Percent_id,rRNA_pseudogene_Problematic,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,retained_intron_Coverage,retained_intron_Percent_id,retained_intron_Problematic,retained_intron_mapped,retained_intron_percentage,retained_intron_total,ribozyme_Coverage,ribozyme_Percent_id,ribozyme_Problematic,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_Coverage,sRNA_Percent_id,sRNA_Problematic,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_Coverage,scRNA_Percent_id,scRNA_Problematic,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_Coverage,scaRNA_Percent_id,scaRNA_Problematic,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_Coverage,snRNA_Percent_id,snRNA_Problematic,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_Coverage,snoRNA_Percent_id,snoRNA_Problematic,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_Coverage,unitary_pseudogene_Percent_id,unitary_pseudogene_Problematic,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_Coverage,unprocessed_pseudogene_Percent_id,unprocessed_pseudogene_Problematic,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_Coverage,vault_RNA_Percent_id,vault_RNA_Problematic,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_18469695.2,GCA_018469695.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018469695.2/GCA_018469695.2_mapping_stats.mapping_stats.txt,99.92,99.8,3,393,93.57,420,99.98,99.86,0,228,96.2,237,99.87,99.88,2,1104,99.73,1107,100,99.97,0,7,36.84,19,99.82,99.84,694,185128,98.96,187074,99.99,99.93,2,1860,99.09,1877,99.85,99.87,4,2197,99.46,2209,100,99.94,0,102,100,102,99.95,99.95,16,21087,99.82,21126,99.94,99.87,12,10444,99.39,10508,100,99.89,0,5,100,5,99.98,99.94,12,26277,99.84,26318,99.96,99.86,99.72,1,72,97.3,74,99.94,68,88849,99.75,89075,100,99.76,0,3,75,4,99.98,99.86,0,50,94.34,99.98,99.9,0,487,99.59,489,53,99.98,99.94,8,33963,99.81,34029,100,99.79,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.96,0,47,95.92,49,99.94,99.91,2,1874,99,1893,99.95,99.83,2,936,99.68,939,99.98,99.9,0,259,100,259,99.71,99.7,23,3229,97.46,3313,100,100,0,4,100,4
GCA_42037855.1,GCA_042037855.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042037855.1_mapping_stats.mapping_stats.txt,99.99,99.82,2,319,75.95,420,99.7,99.22,2,160,67.51,237,99.95,99.87,1,1105,99.82,1107,100,99.97,0,7,36.84,19,99.84,99.86,663,185097,98.94,187074,99.98,99.93,2,1863,99.25,1877,99.94,99.88,2,2191,99.19,2209,100,99.93,0,102,100,102,99.97,99.94,23,21082,99.79,21126,99.94,99.87,10,10452,99.47,10508,100,99.9,0,5,100,5,99.99,99.94,5,26277,99.84,26318,99.96,99.97,99.85,0,71,95.95,74,99.93,76,88882,99.78,89075,100,99.82,0,4,100,4,99.95,99.76,0,52,98.11,99.98,99.88,0,487,99.59,489,53,99.95,99.93,19,33969,99.82,34029,100,99.79,0,8,100,8,100,100,0,5,100,5,98.5,98.48,0,1,100,1,100,99.97,0,47,95.92,49,99.93,99.9,2,1881,99.37,1893,99.95,99.82,2,936,99.68,939,99.9,99.88,1,259,100,259,99.67,99.7,23,3238,97.74,3313,100,100,0,3,75,4
GCA_42038865.1,GCA_042038865.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042038865.1_mapping_stats.mapping_stats.txt,99.73,99.78,6,394,93.81,420,99.88,99.41,2,232,97.89,237,99.93,99.88,1,1088,99.73,1091,100,99.94,0,7,36.84,19,99.78,99.84,763,181320,98.66,183790,99.99,99.92,2,1751,99.43,1761,99.92,99.88,2,2102,99.29,2117,99.98,99.92,0,104,100,104,99.94,99.94,15,20527,99.88,20552,99.93,99.87,13,9889,99.54,9935,100,99.77,0,5,100,5,99.98,99.94,9,25522,99.89,25550,99.96,99.91,99.79,0,72,98.63,73,99.94,60,85792,99.85,85925,100,99.81,0,4,100,4,99.97,99.74,0,51,100,99.99,99.88,0,476,99.79,477,51,99.95,99.93,16,33134,99.88,33175,100,99.91,0,8,100,8,99.73,99.19,0,5,100,5,99.5,99.5,0,1,100,1,100,99.95,0,46,95.83,48,99.99,99.9,0,1811,99.18,1826,99.95,99.82,2,894,99.78,896,99.9,99.88,1,250,100,250,99.63,99.71,23,3333,97.54,3417,100,100,0,4,100,4
GCA_18469965.2,GCA_018469965.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018469965.2/GCA_018469965.2_mapping_stats.mapping_stats.txt,99.74,99.85,2,401,95.48,420,99.88,99.38,3,229,96.62,237,99.94,99.87,1,1090,99.91,1091,99.95,99.96,0,7,36.84,19,99.87,99.86,550,182066,99.06,183790,99.99,99.91,1,1742,98.92,1761,99.91,99.87,2,2101,99.24,2117,100,99.94,0,104,100,104,99.97,99.94,12,20517,99.83,20552,99.94,99.87,10,9891,99.56,9935,100,99.82,0,5,100,5,99.98,99.94,11,25498,99.8,25550,99.96,99.97,99.83,0,72,98.63,73,99.94,61,85762,99.81,85925,99.86,99.82,0,4,100,4,99.97,99.85,0,50,98.04,99.97,99.88,0,476,99.79,477,51,99.94,99.93,23,33121,99.84,33175,100,99.91,0,8,100,8,100,100,0,5,100,5,100,99.5,0,1,100,1,100,99.98,0,48,100,48,99.94,99.89,1,1812,99.23,1826,99.93,99.82,2,890,99.33,896,99.73,99.88,1,249,99.6,250,99.65,99.76,20,3345,97.89,3417,100,100,0,4,100,4
GCA_18469705.2,GCA_018469705.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018469705.2/GCA_018469705.2_mapping_stats.mapping_stats.txt,99.9,99.8,3,399,95,420,99.98,99.84,0,229,96.62,237,99.91,99.88,2,1104,99.73,1107,100,99.95,0,7,36.84,19,99.84,99.84,645,184601,98.68,187074,99.99,99.93,1,1865,99.36,1877,99.95,99.88,1,2194,99.32,2209,99.98,99.93,0,102,100,102,99.98,99.95,7,21079,99.78,21126,99.93,99.88,11,10447,99.42,10508,100,99.88,0,5,100,5,99.97,99.94,14,26274,99.83,26318,99.96,99.76,99.84,1,74,100,74,99.94,67,88858,99.76,89075,100,99.7,0,4,100,4,100,99.9,0,51,96.23,99.82,99.9,1,487,99.59,489,53,99.95,99.93,24,33969,99.82,34029,100,99.79,0,8,100,8,100,99.87,0,5,100,5,98.49,98.98,0,1,100,1,100,99.95,0,49,100,49,99.93,99.9,2,1876,99.1,1893,99.94,99.82,2,939,100,939,99.98,99.9,0,259,100,259,99.67,99.7,24,3224,97.31,3313,100,100,0,4,100,4
GCA_18472705.2,GCA_018472705.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018472705.2/GCA_018472705.2_mapping_stats.mapping_stats.txt,99.96,99.79,3,398,94.76,420,99.87,99.36,2,228,96.2,237,99.95,99.88,0,1087,99.63,1091,99.95,99.93,0,7,36.84,19,99.84,99.83,750,181170,98.57,183790,99.95,99.89,2,1749,99.32,1761,99.98,99.89,0,2099,99.15,2117,100,99.94,0,104,100,104,99.95,99.94,16,20515,99.82,20552,99.92,99.88,13,9874,99.39,9935,100,99.85,0,5,100,5,99.98,99.94,12,25521,99.89,25550,99.96,99.82,99.86,1,72,98.63,73,99.93,70,85707,99.75,85925,99.86,99.86,0,4,100,4,100,99.85,0,51,100,99.83,99.88,1,474,99.37,477,51,99.97,99.94,17,33124,99.85,33175,100,99.87,0,8,100,8,100,99.87,0,5,100,5,100,100,0,1,100,1,100,99.96,0,48,100,48,99.93,99.9,2,1809,99.07,1826,99.95,99.83,2,896,100,896,99.73,99.9,1,249,99.6,250,99.67,99.75,22,3329,97.42,3417,100,100,0,4,100,4
GCA_42038875.1,GCA_042038875.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042038875.1/GCA_042038875.1_mapping_stats.mapping_stats.txt,99.75,99.68,4,402,95.71,420,99.74,99.26,3,229,96.62,237,99.95,99.89,0,1088,99.73,1091,100,99.94,0,7,36.84,19,99.83,99.81,664,182037,99.05,183790,99.99,99.91,1,1751,99.43,1761,99.98,99.9,0,2101,99.24,2117,100,99.94,0,104,100,104,99.94,99.94,16,20496,99.73,20552,99.92,99.87,12,9888,99.53,9935,100,99.88,0,5,100,5,99.98,99.94,8,25504,99.82,25550,99.95,99.81,99.81,1,73,100,73,99.94,79,85752,99.8,85925,100,99.88,0,4,100,4,100,99.81,0,51,100,99.99,99.9,0,475,99.58,477,51,99.92,99.93,38,33106,99.79,33175,100,99.96,0,8,100,8,100,100,0,5,100,5,100,99.5,0,1,100,1,100,99.98,0,47,97.92,48,99.94,99.91,1,1805,98.85,1826,99.95,99.82,2,894,99.78,896,99.98,99.91,0,250,100,250,99.62,99.67,27,3339,97.72,3417,100,99.72,0,4,100,4
GCA_42037875.1,GCA_042037875.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_042037875.1/GCA_042037875.1_mapping_stats.mapping_stats.txt,99.88,99.66,5,404,96.19,420,99.88,99.37,2,231,97.47,237,99.96,99.89,0,1106,99.91,1107,99.95,99.94,0,7,36.84,19,99.78,99.82,715,185105,98.95,187074,99.99,99.92,1,1864,99.31,1877,99.94,99.86,2,2198,99.5,2209,100,99.94,0,102,100,102,99.94,99.94,26,21099,99.87,21126,99.9,99.86,18,10452,99.47,10508,100,99.84,0,5,100,5,99.98,99.94,9,26292,99.9,26318,99.96,99.96,99.88,0,74,100,74,99.93,76,88928,99.83,89075,99.86,99.69,0,4,100,4,99.96,99.75,0,53,100,99.99,99.9,0,488,99.8,489,53,99.95,99.92,26,33989,99.88,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.99,0,49,100,49,99.92,99.88,2,1878,99.21,1893,99.97,99.88,1,938,99.89,939,99.76,99.9,1,258,99.61,259,99.55,99.65,27,3256,98.28,3313,100,100,0,4,100,4
GCA_42037895.1,GCA_042037895.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042037895.1_mapping_stats.mapping_stats.txt,99.98,99.81,2,381,90.71,420,99.98,99.87,0,218,91.98,237,99.85,99.86,3,1104,99.73,1107,99.99,99.9,0,7,36.84,19,99.83,99.84,820,184232,98.48,187074,99.99,99.92,1,1867,99.47,1877,99.97,99.87,3,2194,99.32,2209,99.99,99.93,0,102,100,102,99.97,99.93,19,21085,99.81,21126,99.9,99.85,17,10446,99.41,10508,99.98,99.79,0,5,100,5,99.98,99.93,15,26283,99.87,26318,99.96,99.96,99.85,0,74,100,74,99.93,82,88896,99.8,89075,100,99.88,0,4,100,4,99.96,99.81,0,51,96.23,99.82,99.89,1,488,99.8,489,53,99.96,99.92,23,33966,99.81,34029,100,99.81,0,8,100,8,99.73,99.87,0,5,100,5,100,99.5,0,1,100,1,100,99.95,0,48,97.96,49,99.97,99.87,2,1877,99.15,1893,99.94,99.8,2,937,99.79,939,99.97,99.9,0,259,100,259,99.72,99.76,21,3257,98.31,3313,100,100,0,4,100,4
GCA_42037885.1,GCA_042037885.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_042037885.1/GCA_042037885.1_mapping_stats.mapping_stats.txt,99.99,99.83,0,356,84.76,420,99.97,99.81,0,205,86.5,237,99.91,99.88,1,1102,99.55,1107,100,99.95,0,7,36.84,19,99.82,99.85,766,184486,98.62,187074,99.98,99.92,1,1868,99.52,1877,99.91,99.87,2,2190,99.14,2209,100,99.93,0,102,100,102,99.95,99.95,15,21097,99.86,21126,99.94,99.87,12,10444,99.39,10508,100,99.79,0,5,100,5,99.97,99.94,10,26295,99.91,26318,99.97,99.96,99.87,0,74,100,74,99.93,67,88881,99.78,89075,100,99.89,0,4,100,4,99.98,99.87,0,52,98.11,99.97,99.9,0,487,99.59,489,53,99.97,99.94,21,33984,99.87,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,98.5,98.48,0,1,100,1,100,99.97,0,47,95.92,49,99.92,99.87,3,1875,99.05,1893,99.97,99.89,1,938,99.89,939,99.96,99.89,0,259,100,259,99.76,99.77,19,3221,97.22,3313,100,99.72,0,4,100,4
GCA_18472845.2,GCA_018472845.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018472845.2/GCA_018472845.2_mapping_stats.mapping_stats.txt,99.99,99.83,2,315,75,420,100,99.87,0,159,67.09,237,99.93,99.88,1,1104,99.73,1107,100,99.93,0,7,36.84,19,99.87,99.86,589,184336,98.54,187074,99.99,99.91,1,1865,99.36,1877,99.98,99.91,0,2197,99.46,2209,100,99.94,0,102,100,102,99.95,99.94,21,21078,99.77,21126,99.95,99.87,11,10435,99.31,10508,100,99.83,0,5,100,5,99.99,99.94,8,26270,99.82,26318,99.97,99.98,99.89,0,73,98.65,74,99.93,71,88865,99.76,89075,99.92,99.82,0,4,100,4,100,99.92,0,51,96.23,99.99,99.9,0,487,99.59,489,53,99.97,99.93,17,33970,99.83,34029,100,99.75,0,8,100,8,100,99.87,0,5,100,5,98.49,98.98,0,1,100,1,100,99.96,0,49,100,49,99.94,99.9,1,1875,99.05,1893,99.94,99.83,2,934,99.47,939,99.69,99.88,2,258,99.61,259,99.58,99.69,30,3238,97.74,3313,100,100,0,4,100,4
GCA_42036435.1,GCA_042036435.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042036435.1_mapping_stats.mapping_stats.txt,99.97,99.79,3,381,90.71,420,99.77,99.71,2,228,96.2,237,99.86,99.87,3,1087,99.63,1091,100,99.98,0,7,36.84,19,99.88,99.86,545,181599,98.81,183790,99.99,99.92,1,1744,99.03,1761,99.93,99.88,2,2108,99.57,2117,100,99.94,0,104,100,104,99.97,99.94,14,20512,99.81,20552,99.96,99.88,5,9891,99.56,9935,100,99.92,0,5,100,5,99.98,99.94,7,25510,99.84,25550,99.96,99.82,99.85,1,72,98.63,73,99.93,71,85712,99.75,85925,100,99.8,0,4,100,4,99.95,98.75,1,50,98.04,99.93,99.86,2,475,99.58,477,51,99.93,99.93,34,33125,99.85,33175,100,99.75,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.96,0,48,100,48,99.93,99.9,2,1808,99.01,1826,99.97,99.88,1,894,99.78,896,99.66,99.87,2,249,99.6,250,99.72,99.74,22,3355,98.19,3417,100,100,0,4,100,4
GCA_42036445.1,GCA_042036445.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042036445.1_mapping_stats.mapping_stats.txt,99.93,99.82,1,367,87.38,420,99.85,99.38,2,219,92.41,237,99.89,99.87,1,1090,99.91,1091,100,99.95,0,7,36.84,19,99.85,99.84,604,182031,99.04,183790,99.95,99.89,3,1754,99.6,1761,99.92,99.88,2,2106,99.48,2117,100,99.95,0,104,100,104,99.96,99.94,12,20526,99.87,20552,99.93,99.87,13,9890,99.55,9935,100,99.84,0,5,100,5,99.96,99.93,22,25506,99.83,25550,99.96,99.9,99.75,0,73,100,73,99.93,75,85774,99.82,85925,100,99.85,0,4,100,4,100,99.87,0,51,100,99.99,99.89,0,477,100,477,51,99.95,99.93,24,33141,99.9,33175,100,99.91,0,8,100,8,100,100,0,5,100,5,100,99.5,0,1,100,1,100,99.94,0,48,100,48,99.93,99.87,3,1808,99.01,1826,99.98,99.86,1,894,99.78,896,99.9,99.88,1,247,98.8,250,99.44,99.68,30,3355,98.19,3417,100,99.72,0,4,100,4
GCA_42036495.1,GCA_042036495.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042036495.1_mapping_stats.mapping_stats.txt,99.89,99.78,2,396,94.29,420,99.87,99.4,2,228,96.2,237,99.93,99.88,1,1090,99.91,1091,100,99.98,0,7,36.84,19,99.84,99.85,693,181185,98.58,183790,99.95,99.9,2,1749,99.32,1761,99.94,99.88,2,2104,99.39,2117,100,99.95,0,103,99.04,104,99.95,99.95,16,20519,99.84,20552,99.92,99.86,12,9866,99.31,9935,100,99.8,0,5,100,5,99.98,99.94,4,25502,99.81,25550,99.96,99.95,99.87,0,72,98.63,73,99.94,67,85698,99.74,85925,99.72,99.64,0,2,50,4,100,99.86,0,51,100,99.99,99.89,0,475,99.58,477,51,99.95,99.93,30,33114,99.82,33175,100,99.95,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.92,0,48,100,48,99.93,99.89,2,1810,99.12,1826,99.98,99.87,1,893,99.67,896,99.7,99.56,3,250,100,250,99.68,99.73,22,3323,97.25,3417,100,100,0,4,100,4
GCA_18466835.2,GCA_018466835.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018466835.2/GCA_018466835.2_mapping_stats.mapping_stats.txt,99.79,99.53,8,401,95.48,420,99.75,99.35,3,228,96.2,237,99.85,99.87,2,1103,99.64,1107,100,99.92,0,7,36.84,19,99.87,99.85,556,184321,98.53,187074,99.99,99.91,1,1869,99.57,1877,99.91,99.89,4,2193,99.28,2209,100,99.95,0,102,100,102,99.94,99.93,21,21078,99.77,21126,99.94,99.85,11,10440,99.35,10508,100,99.85,0,5,100,5,99.97,99.93,17,26271,99.82,26318,99.95,99.74,99.81,1,74,100,74,99.93,95,88863,99.76,89075,100,99.69,0,4,100,4,100,99.9,0,49,92.45,99.95,99.87,1,488,99.8,489,53,99.96,99.92,23,33954,99.78,34029,100,99.82,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.94,0,49,100,49,99.93,99.89,2,1876,99.1,1893,99.94,99.82,2,937,99.79,939,99.91,99.87,1,259,100,259,99.64,99.72,23,3228,97.43,3313,100,100,0,3,75,4
GCA_42038895.1,GCA_042038895.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042038895.1_mapping_stats.mapping_stats.txt,99.98,99.77,2,348,82.86,420,99.76,99.25,2,213,89.87,237,99.93,99.86,1,1086,99.54,1091,99.99,99.91,0,7,36.84,19,99.78,99.76,850,181146,98.56,183790,99.96,99.86,5,1745,99.09,1761,99.91,99.88,3,2105,99.43,2117,100,99.93,0,104,100,104,99.98,99.94,15,20521,99.85,20552,99.95,99.86,11,9869,99.34,9935,100,99.8,0,5,100,5,99.98,99.93,9,25503,99.82,25550,99.97,99.96,99.8,0,72,98.63,73,99.93,82,85746,99.79,85925,99.86,99.86,0,4,100,4,99.92,98.73,1,50,98.04,99.93,99.83,1,477,100,477,51,99.98,99.93,18,33131,99.87,33175,99.68,99.87,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.94,0,47,97.92,48,99.94,99.87,1,1801,98.63,1826,99.97,99.86,1,896,100,896,99.97,99.88,0,249,99.6,250,99.74,99.71,23,3321,97.19,3417,100,99.72,0,4,100,4
GCA_18470425.2,GCA_018470425.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018470425.2/GCA_018470425.2_mapping_stats.mapping_stats.txt,99.98,99.73,1,338,80.48,420,99.83,99.23,2,202,85.23,237,99.84,99.82,4,1087,99.63,1091,100,99.91,0,7,36.84,19,99.66,99.69,1424,181034,98.5,183790,99.98,99.9,2,1750,99.38,1761,99.93,99.86,2,2107,99.53,2117,100,99.93,0,104,100,104,99.96,99.93,20,20494,99.72,20552,99.94,99.86,10,9855,99.19,9935,100,99.8,0,5,100,5,99.97,99.93,12,25471,99.69,25550,99.96,99.98,99.81,0,72,98.63,73,99.92,71,85717,99.76,85925,99.97,99.8,0,4,100,4,99.7,98.86,1,51,100,99.81,99.87,1,477,100,477,51,99.96,99.92,21,33109,99.8,33175,100,99.92,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.93,0,48,100,48,99.93,99.88,2,1814,99.34,1826,99.97,99.86,1,894,99.78,896,99.97,99.87,0,250,100,250,99.68,99.69,21,3327,97.37,3417,100,100,0,4,100,4
GCA_42036525.1,GCA_042036525.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042036525.1_mapping_stats.mapping_stats.txt,99.73,99.58,8,408,97.14,420,99.96,99.77,0,230,97.05,237,99.92,99.85,1,1103,99.64,1107,99.99,99.96,0,7,36.84,19,99.85,99.84,729,183765,98.23,187074,99.98,99.91,3,1866,99.41,1877,99.98,99.88,1,2191,99.19,2209,100,99.93,0,102,100,102,99.97,99.93,26,21084,99.8,21126,99.93,99.85,11,10422,99.18,10508,100,99.82,0,5,100,5,99.97,99.92,19,26274,99.83,26318,99.96,99.97,99.85,0,74,100,74,99.93,69,88850,99.75,89075,100,99.75,0,4,100,4,99.97,99.86,0,49,92.45,99.93,99.84,1,488,99.8,489,53,99.91,99.9,47,33959,99.79,34029,100,99.86,0,8,100,8,99.47,99.04,0,5,100,5,98.49,98.98,0,1,100,1,100,99.94,0,49,100,49,99.92,99.88,2,1875,99.05,1893,99.88,99.83,2,939,100,939,99.9,99.85,1,258,99.61,259,99.65,99.64,24,3223,97.28,3313,100,100,0,4,100,4
GCA_42038885.1,GCA_042038885.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042038885.1_mapping_stats.mapping_stats.txt,99.99,99.81,2,382,90.95,420,99.88,99.45,2,230,97.05,237,99.95,99.88,0,1087,99.63,1091,100,99.98,0,7,36.84,19,99.88,99.86,542,181480,98.74,183790,99.99,99.93,1,1752,99.49,1761,99.98,99.91,0,2105,99.43,2117,100,99.95,0,104,100,104,99.98,99.94,7,20522,99.85,20552,99.95,99.87,9,9890,99.55,9935,100,99.83,0,5,100,5,99.98,99.93,14,25522,99.89,25550,99.96,99.97,99.76,1,73,100,73,99.93,89,85764,99.81,85925,100,99.7,0,4,100,4,100,98.74,1,51,100,99.99,99.91,0,476,99.79,477,51,99.95,99.93,15,33110,99.8,33175,100,99.95,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.96,0,46,95.83,48,99.93,99.89,3,1805,98.85,1826,99.94,99.82,2,895,99.89,896,99.68,99.88,2,249,99.6,250,99.62,99.72,23,3343,97.83,3417,100,99.72,0,4,100,4
GCA_42037905.1,GCA_042037905.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042037905.1_mapping_stats.mapping_stats.txt,99.98,99.81,1,397,94.52,420,99.99,99.78,0,222,93.67,237,99.92,99.87,2,1102,99.55,1107,100,99.9,0,7,36.84,19,99.76,99.8,877,184222,98.48,187074,99.97,99.91,4,1864,99.31,1877,99.98,99.88,0,2191,99.19,2209,99.98,99.93,0,102,100,102,99.97,99.93,19,21063,99.7,21126,99.94,99.85,9,10445,99.4,10508,100,99.87,0,5,100,5,99.98,99.93,14,26253,99.75,26318,99.96,99.92,99.83,0,74,100,74,99.92,101,88868,99.77,89075,100,99.83,0,4,100,4,100,99.74,0,53,100,99.99,99.88,0,487,99.59,489,53,99.94,99.91,33,33963,99.81,34029,100,99.92,0,8,100,8,100,100,0,5,100,5,98.49,98.47,0,1,100,1,100,99.94,0,48,97.96,49,99.96,99.84,2,1878,99.21,1893,99.95,99.81,2,939,100,939,99.9,99.87,1,259,100,259,99.57,99.63,27,3233,97.59,3313,100,100,0,4,100,4
