genbank_accession,file,path,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_mapped,TEC_percentage,TEC_total,artifact_mapped,artifact_percentage,artifact_total,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_42029955.1,GCA_042029955.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042029955.1/GCA_042029955.1_mapping_stats.mapping_stats.txt,387,94.16,411,229,96.62,237,1001,99.8,1003,7,36.84,19,33781,99.55,33935,1740,98.81,1761,2102,99.29,2117,9871,99.37,9934,18531,99.67,18592,4,100,4,51,100,475,99.58,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1802,98.69,1826,896,100,896,250,100,250,3332,97.57,3415,4,100,4
GCA_42028635.1,GCA_042028635.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042028635.1/GCA_042028635.1_mapping_stats.mapping_stats.txt,348,84.67,411,222,93.67,237,1016,99.8,1018,7,36.84,19,34431,99.56,34584,1868,99.52,1877,2194,99.32,2209,10453,99.49,10507,19288,99.52,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,937,99.79,939,258,99.61,259,3231,97.58,3311,4,100,4
GCA_42030015.1,GCA_042030015.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030015.1/GCA_042030015.1_mapping_stats.mapping_stats.txt,395,96.11,411,230,97.05,237,1002,99.9,1003,7,36.84,19,33787,99.56,33935,1753,99.55,1761,2108,99.57,2117,9891,99.57,9934,18531,99.67,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1812,99.23,1826,896,100,896,250,100,250,3349,98.07,3415,3,75,4
GCA_46056435.1,GCA_046056435.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046056435.1/GCA_046056435.1_mapping_stats.mapping_stats.txt,339,82.48,411,203,85.65,237,1002,99.9,1003,7,36.84,19,33772,99.52,33935,1755,99.66,1761,2108,99.57,2117,9883,99.49,9934,18538,99.71,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1803,98.74,1826,894,99.78,896,249,99.6,250,3356,98.27,3415,4,100,4
GCA_18472575.2,GCA_018472575.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018472575.2/GCA_018472575.2_mapping_stats.mapping_stats.txt,382,92.94,411,230,97.05,237,1001,99.8,1003,7,36.84,19,33769,99.51,33935,1750,99.38,1761,2101,99.24,2117,9872,99.38,9934,18514,99.58,18592,4,100,4,49,96.08,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1811,99.18,1826,894,99.78,896,250,100,250,3338,97.75,3415,4,100,4
GCA_18471105.2,GCA_018471105.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018471105.2/GCA_018471105.2_mapping_stats.mapping_stats.txt,358,87.1,411,219,92.41,237,1016,99.8,1018,7,36.84,19,34423,99.53,34584,1864,99.31,1877,2199,99.55,2209,10449,99.45,10507,19313,99.65,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,938,99.89,939,258,99.61,259,3249,98.13,3311,4,100,4
GCA_18471075.2,GCA_018471075.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018471075.2/GCA_018471075.2_mapping_stats.mapping_stats.txt,394,95.86,411,232,97.89,237,999,99.6,1003,7,36.84,19,33771,99.52,33935,1754,99.6,1761,2104,99.39,2117,9892,99.58,9934,18529,99.66,18592,4,100,4,51,100,477,100,477,51,8,100,8,5,100,5,1,100,1,46,95.83,48,1807,98.96,1826,894,99.78,896,250,100,250,3354,98.21,3415,4,100,4
GCA_18471065.2,GCA_018471065.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018471065.2/GCA_018471065.2_mapping_stats.mapping_stats.txt,359,87.35,411,221,93.25,237,1017,99.9,1018,7,36.84,19,34423,99.53,34584,1859,99.04,1877,2193,99.28,2209,10456,99.51,10507,19303,99.6,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1876,99.1,1893,933,99.36,939,259,100,259,3231,97.58,3311,4,100,4
GCA_18469675.2,GCA_018469675.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018469675.2/GCA_018469675.2_mapping_stats.mapping_stats.txt,369,89.78,411,230,97.05,237,1002,99.9,1003,7,36.84,19,33732,99.4,33935,1748,99.26,1761,2099,99.15,2117,9861,99.27,9934,18504,99.53,18592,3,75,4,48,94.12,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1805,98.85,1826,882,98.44,896,250,100,250,3324,97.34,3415,4,100,4
GCA_18467165.2,GCA_018467165.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018467165.2/GCA_018467165.2_mapping_stats.mapping_stats.txt,379,92.21,411,225,94.94,237,1015,99.71,1018,7,36.84,19,34355,99.34,34584,1868,99.52,1877,2191,99.19,2209,10421,99.18,10507,19268,99.42,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1878,99.21,1893,933,99.36,939,258,99.61,259,3227,97.46,3311,4,100,4
GCA_18471555.2,GCA_018471555.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018471555.2/GCA_018471555.2_mapping_stats.mapping_stats.txt,335,81.51,411,199,83.97,237,1002,99.9,1003,7,36.84,19,33757,99.48,33935,1750,99.38,1761,2108,99.57,2117,9882,99.48,9934,18529,99.66,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1805,98.85,1826,895,99.89,896,249,99.6,250,3337,97.72,3415,4,100,4
GCA_18471525.2,GCA_018471525.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018471525.2/GCA_018471525.2_mapping_stats.mapping_stats.txt,386,93.92,411,230,97.05,237,1017,99.9,1018,7,36.84,19,34393,99.45,34584,1870,99.63,1877,2194,99.32,2209,10448,99.44,10507,19291,99.54,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,937,99.79,939,259,100,259,3220,97.25,3311,4,100,4
GCA_18467005.2,GCA_018467005.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018467005.2/GCA_018467005.2_mapping_stats.mapping_stats.txt,339,82.48,411,213,89.87,237,1001,99.8,1003,7,36.84,19,33734,99.41,33935,1744,99.03,1761,2101,99.24,2117,9861,99.27,9934,18531,99.67,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1806,98.9,1826,892,99.55,896,248,99.2,250,3322,97.28,3415,4,100,4
GCA_18466855.2,GCA_018466855.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018466855.2/GCA_018466855.2_mapping_stats.mapping_stats.txt,374,91,411,218,91.98,237,1015,99.71,1018,7,36.84,19,34392,99.44,34584,1867,99.47,1877,2199,99.55,2209,10451,99.47,10507,19291,99.54,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,939,100,939,258,99.61,259,3229,97.52,3311,4,100,4
GCA_18470435.2,GCA_018470435.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018470435.2/GCA_018470435.2_mapping_stats.mapping_stats.txt,376,91.48,411,223,94.09,237,1001,99.8,1003,7,36.84,19,33705,99.32,33935,1745,99.09,1761,2104,99.39,2117,9845,99.1,9934,18476,99.38,18592,4,100,4,50,98.04,474,99.37,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1809,99.07,1826,894,99.78,896,246,98.4,250,3331,97.54,3415,4,100,4
GCA_18469925.2,GCA_018469925.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018469925.2/GCA_018469925.2_mapping_stats.mapping_stats.txt,360,87.59,411,222,93.67,237,1015,99.71,1018,7,36.84,19,34418,99.52,34584,1864,99.31,1877,2195,99.37,2209,10450,99.46,10507,19296,99.56,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1882,99.42,1893,938,99.89,939,258,99.61,259,3231,97.58,3311,4,100,4
GCA_18470465.2,GCA_018470465.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018470465.2/GCA_018470465.2_mapping_stats.mapping_stats.txt,384,93.43,411,214,90.3,237,1016,99.8,1018,7,36.84,19,34414,99.51,34584,1868,99.52,1877,2196,99.41,2209,10441,99.37,10507,19299,99.58,19381,3,75,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,937,99.79,939,258,99.61,259,3216,97.13,3311,4,100,4
GCA_18473305.2,GCA_018473305.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018473305.2/GCA_018473305.2_mapping_stats.mapping_stats.txt,373,90.75,411,229,96.62,237,1014,99.61,1018,7,36.84,19,34401,99.47,34584,1866,99.41,1877,2201,99.64,2209,10439,99.35,10507,19309,99.63,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1877,99.15,1893,937,99.79,939,258,99.61,259,3219,97.22,3311,4,100,4
GCA_18473315.2,GCA_018473315.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_018473315.2/GCA_018473315.2_mapping_stats.mapping_stats.txt,302,73.48,411,154,64.98,237,1015,99.71,1018,7,36.84,19,34387,99.43,34584,1858,98.99,1877,2198,99.5,2209,10428,99.25,10507,19290,99.53,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1877,99.15,1893,938,99.89,939,258,99.61,259,3201,96.68,3311,4,100,4
GCA_42032525.1,GCA_042032525.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042032525.1/GCA_042032525.1_mapping_stats.mapping_stats.txt,356,86.62,411,215,90.72,237,1018,100,1018,7,36.84,19,34435,99.57,34584,1865,99.36,1877,2201,99.64,2209,10456,99.51,10507,19327,99.72,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,938,99.89,939,259,100,259,3230,97.55,3311,4,100,4
GCA_42031265.1,GCA_042031265.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031265.1/GCA_042031265.1_mapping_stats.mapping_stats.txt,372,90.51,411,228,96.2,237,1001,99.8,1003,7,36.84,19,33732,99.4,33935,1745,99.09,1761,2100,99.2,2117,9873,99.39,9934,18513,99.58,18592,4,100,4,48,94.12,475,99.58,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1805,98.85,1826,893,99.67,896,249,99.6,250,3325,97.36,3415,4,100,4
GCA_42031275.1,GCA_042031275.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031275.1/GCA_042031275.1_mapping_stats.mapping_stats.txt,388,94.4,411,230,97.05,237,998,99.5,1003,7,36.84,19,33763,99.49,33935,1755,99.66,1761,2104,99.39,2117,9843,99.08,9934,18511,99.56,18592,4,100,4,50,98.04,458,96.02,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1806,98.9,1826,893,99.67,896,250,100,250,3340,97.8,3415,4,100,4
GCA_42032465.1,GCA_042032465.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042032465.1/GCA_042032465.1_mapping_stats.mapping_stats.txt,377,91.73,411,230,97.05,237,1016,99.8,1018,8,42.11,19,34442,99.59,34584,1867,99.47,1877,2195,99.37,2209,10462,99.57,10507,19312,99.64,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1878,99.21,1893,938,99.89,939,259,100,259,3231,97.58,3311,4,100,4
GCA_42032555.1,GCA_042032555.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042032555.1_mapping_stats.mapping_stats.txt,358,87.1,411,219,92.41,237,1000,99.7,1003,7,36.84,19,33764,99.5,33935,1745,99.09,1761,2111,99.72,2117,9878,99.44,9934,18507,99.54,18592,4,100,4,51,100,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1804,98.8,1826,893,99.67,896,250,100,250,3348,98.04,3415,4,100,4
GCA_42032565.1,GCA_042032565.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042032565.1_mapping_stats.mapping_stats.txt,363,88.32,411,226,95.36,237,1016,99.8,1018,7,36.84,19,34405,99.48,34584,1864,99.31,1877,2201,99.64,2209,10454,99.5,10507,19292,99.54,19381,3,75,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,937,99.79,939,258,99.61,259,3226,97.43,3311,4,100,4
GCA_42031155.1,GCA_042031155.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042031155.1_mapping_stats.mapping_stats.txt,345,83.94,411,187,78.9,237,1017,99.9,1018,7,36.84,19,34392,99.44,34584,1870,99.63,1877,2194,99.32,2209,10441,99.37,10507,19301,99.59,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,934,99.47,939,258,99.61,259,3217,97.16,3311,4,100,4
GCA_42031165.1,GCA_042031165.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042031165.1_mapping_stats.mapping_stats.txt,377,91.73,411,234,98.73,237,1015,99.71,1018,7,36.84,19,34450,99.61,34584,1866,99.41,1877,2197,99.46,2209,10444,99.4,10507,19322,99.7,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1880,99.31,1893,933,99.36,939,258,99.61,259,3238,97.8,3311,4,100,4
GCA_42032535.1,GCA_042032535.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042032535.1_mapping_stats.mapping_stats.txt,380,92.46,411,232,97.89,237,1002,99.9,1003,7,36.84,19,33780,99.54,33935,1752,99.49,1761,2107,99.53,2117,9875,99.41,9934,18516,99.59,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1807,98.96,1826,895,99.89,896,250,100,250,3351,98.13,3415,4,100,4
GCA_42031255.1,GCA_042031255.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042031255.1_mapping_stats.mapping_stats.txt,366,89.05,411,227,95.78,237,1017,99.9,1018,7,36.84,19,34406,99.49,34584,1858,98.99,1877,2198,99.5,2209,10438,99.34,10507,19324,99.71,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,938,99.89,939,257,99.23,259,3217,97.16,3311,4,100,4
GCA_42032345.1,GCA_042032345.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042032345.1_mapping_stats.mapping_stats.txt,383,93.19,411,225,94.94,237,1002,99.9,1003,7,36.84,19,33777,99.53,33935,1745,99.09,1761,2099,99.15,2117,9878,99.44,9934,18526,99.65,18592,4,100,4,51,100,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1814,99.34,1826,896,100,896,249,99.6,250,3315,97.07,3415,4,100,4
GCA_42031175.1,GCA_042031175.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031175.1/GCA_042031175.1_mapping_stats.mapping_stats.txt,385,93.67,411,228,96.2,237,1017,99.9,1018,7,36.84,19,34397,99.46,34584,1857,98.93,1877,2195,99.37,2209,10434,99.31,10507,19296,99.56,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1877,99.15,1893,937,99.79,939,257,99.23,259,3222,97.31,3311,4,100,4
GCA_42032445.1,GCA_042032445.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042032445.1/GCA_042032445.1_mapping_stats.mapping_stats.txt,339,82.48,411,201,84.81,237,1002,99.9,1003,7,36.84,19,33752,99.46,33935,1747,99.2,1761,2103,99.34,2117,9858,99.23,9934,18518,99.6,18592,4,100,4,48,94.12,475,99.58,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1811,99.18,1826,895,99.89,896,247,98.8,250,3311,96.95,3415,4,100,4
GCA_42031325.1,GCA_042031325.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031325.1/GCA_042031325.1_mapping_stats.mapping_stats.txt,371,90.27,411,231,97.47,237,1001,99.8,1003,7,36.84,19,33755,99.47,33935,1748,99.26,1761,2101,99.24,2117,9872,99.38,9934,18514,99.58,18592,4,100,4,48,94.12,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1810,99.12,1826,893,99.67,896,247,98.8,250,3332,97.57,3415,4,100,4
GCA_42031315.1,GCA_042031315.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031315.1/GCA_042031315.1_mapping_stats.mapping_stats.txt,379,92.21,411,223,94.09,237,1002,99.9,1003,7,36.84,19,33775,99.53,33935,1747,99.2,1761,2108,99.57,2117,9875,99.41,9934,18519,99.61,18592,4,100,4,48,94.12,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1804,98.8,1826,896,100,896,249,99.6,250,3337,97.72,3415,4,100,4
GCA_42032395.1,GCA_042032395.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042032395.1/GCA_042032395.1_mapping_stats.mapping_stats.txt,394,95.86,411,232,97.89,237,1002,99.9,1003,7,36.84,19,33733,99.4,33935,1747,99.2,1761,2103,99.34,2117,9863,99.29,9934,18522,99.62,18592,4,100,4,49,96.08,475,99.58,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1804,98.8,1826,893,99.67,896,249,99.6,250,3317,97.13,3415,4,100,4
GCA_42032545.1,GCA_042032545.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042032545.1/GCA_042032545.1_mapping_stats.mapping_stats.txt,393,95.62,411,230,97.05,237,999,99.6,1003,7,36.84,19,33754,99.47,33935,1752,99.49,1761,2105,99.43,2117,9878,99.44,9934,18512,99.57,18592,4,100,4,49,96.08,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1803,98.74,1826,893,99.67,896,250,100,250,3338,97.75,3415,4,100,4
GCA_42031205.1,GCA_042031205.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031205.1/GCA_042031205.1_mapping_stats.mapping_stats.txt,357,86.86,411,230,97.05,237,1001,99.8,1003,7,36.84,19,33734,99.41,33935,1747,99.2,1761,2097,99.06,2117,9866,99.32,9934,18482,99.41,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1804,98.8,1826,894,99.78,896,250,100,250,3322,97.28,3415,4,100,4
GCA_42032625.1,GCA_042032625.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042032625.1/GCA_042032625.1_mapping_stats.mapping_stats.txt,386,93.92,411,234,98.73,237,1002,99.9,1003,7,36.84,19,33748,99.45,33935,1754,99.6,1761,2101,99.24,2117,9851,99.16,9934,18520,99.61,18592,4,100,4,49,96.08,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1804,98.8,1826,893,99.67,896,250,100,250,3344,97.92,3415,4,100,4
GCA_42034285.1,GCA_042034285.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042034285.1_mapping_stats.mapping_stats.txt,383,93.19,411,229,96.62,237,1001,99.8,1003,7,36.84,19,33783,99.55,33935,1748,99.26,1761,2102,99.29,2117,9881,99.47,9934,18527,99.65,18592,4,100,4,51,100,475,99.58,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1805,98.85,1826,895,99.89,896,250,100,250,3342,97.86,3415,4,100,4
GCA_42034305.1,GCA_042034305.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042034305.1_mapping_stats.mapping_stats.txt,338,82.24,411,204,86.08,237,1017,99.9,1018,7,36.84,19,34424,99.54,34584,1867,99.47,1877,2196,99.41,2209,10451,99.47,10507,19302,99.59,19381,2,50,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1881,99.37,1893,939,100,939,259,100,259,3231,97.58,3311,4,100,4
GCA_42034315.1,GCA_042034315.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034315.1/GCA_042034315.1_mapping_stats.mapping_stats.txt,384,93.43,411,232,97.89,237,999,99.6,1003,7,36.84,19,33786,99.56,33935,1752,99.49,1761,2104,99.39,2117,9873,99.39,9934,18520,99.61,18592,4,100,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1804,98.8,1826,894,99.78,896,250,100,250,3328,97.45,3415,4,100,4
GCA_42034215.1,GCA_042034215.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034215.1/GCA_042034215.1_mapping_stats.mapping_stats.txt,364,88.56,411,232,97.89,237,1001,99.8,1003,7,36.84,19,33765,99.5,33935,1743,98.98,1761,2106,99.48,2117,9879,99.45,9934,18508,99.55,18592,3,75,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1803,98.74,1826,895,99.89,896,249,99.6,250,3340,97.8,3415,4,100,4
GCA_42034325.1,GCA_042034325.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034325.1/GCA_042034325.1_mapping_stats.mapping_stats.txt,371,90.27,411,221,93.25,237,1001,99.8,1003,7,36.84,19,33767,99.5,33935,1749,99.32,1761,2102,99.29,2117,9877,99.43,9934,18531,99.67,18592,4,100,4,49,96.08,477,100,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1803,98.74,1826,894,99.78,896,249,99.6,250,3344,97.92,3415,4,100,4
GCA_42034345.1,GCA_042034345.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034345.1/GCA_042034345.1_mapping_stats.mapping_stats.txt,362,88.08,411,231,97.47,237,1018,100,1018,7,36.84,19,34415,99.51,34584,1867,99.47,1877,2197,99.46,2209,10441,99.37,10507,19307,99.62,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,935,99.57,939,258,99.61,259,3232,97.61,3311,4,100,4
GCA_42034335.1,GCA_042034335.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034335.1/GCA_042034335.1_mapping_stats.mapping_stats.txt,354,86.13,411,221,93.25,237,1017,99.9,1018,7,36.84,19,34419,99.52,34584,1861,99.15,1877,2199,99.55,2209,10454,99.5,10507,19304,99.6,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,938,99.89,939,259,100,259,3233,97.64,3311,4,100,4
GCA_42035275.1,GCA_042035275.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042035275.1/GCA_042035275.1_mapping_stats.mapping_stats.txt,351,85.4,411,224,94.51,237,1015,99.71,1018,7,36.84,19,34391,99.44,34584,1865,99.36,1877,2193,99.28,2209,10446,99.42,10507,19289,99.53,19381,4,100,4,51,96.23,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,937,99.79,939,257,99.23,259,3212,97.01,3311,4,100,4
